Transaction_ID,Date,Customer_ID,Customer_Age_Group,City,Region,Store_ID,Category,Product_Name,Brand,Quantity,Unit_Price_INR,Discount_Percent,Total_Amount_INR,Payment_Method,High_Discount_Flag,Gross_Revenue,Discount_Amount,Month,Quarter,Week,Revenue_Per_Unit,Is_Digital
TXN002315,2023-04-24,CUST8284,36-45,Lucknow,North,STORE016,Personal Care,Hand Cream,EcoFresh,4,1004.78,0,4019.12,Net Banking,False,4019.12,0.0,4,2,17,1004.78,False
TXN002316,2023-09-10,CUST7096,55+,Kolkata,East,STORE037,Grains & Pulses,Basmati Rice,PureLife,11,833.3,15,7791.36,Cash,False,9166.3,1374.9399999999996,9,3,36,708.3054545454545,False
TXN002317,2023-08-03,CUST8043,55+,Delhi,North,STORE041,Cleaning Supplies,Toilet Cleaner,FreshMart,19,1343.24,0,25521.56,Debit Card,False,25521.56,0.0,8,3,31,1343.24,True
TXN002318,2023-01-08,CUST7181,18-25,Jaipur,North,STORE047,Snacks & Confectionery,Popcorn,FreshMart,20,1203.49,20,19255.84,UPI,True,24069.8,4813.959999999999,1,1,1,962.792,True
TXN002319,2023-07-10,CUST8275,18-25,Ahmedabad,West,STORE006,Snacks & Confectionery,Nachos,EcoFresh,8,357.96,10,2577.31,Debit Card,False,2863.68,286.3699999999999,7,3,28,322.16375,True
TXN002320,2023-12-06,CUST2132,36-45,Pune,West,STORE038,Bakery,Donut,Premium,3,1390.4,20,3336.96,Cash,True,4171.200000000001,834.2400000000007,12,4,49,1112.32,False
TXN002321,2023-09-03,CUST7528,55+,Bangalore,South,STORE040,Bakery,Cake Slice,HomeChoice,1,772.92,5,734.27,Net Banking,False,772.92,38.64999999999998,9,3,35,734.27,False
TXN002322,2023-04-03,CUST6293,18-25,Chennai,South,STORE035,Frozen Foods,Frozen Corn,PureLife,10,695.15,25,5213.62,Credit Card,True,6951.5,1737.88,4,2,14,521.362,True
TXN002323,2023-01-17,CUST5487,18-25,Chennai,South,STORE030,Meat & Seafood,Mutton Chops,HomeChoice,6,326.76,0,1960.56,Debit Card,False,1960.56,0.0,1,1,3,326.76,True
TXN002324,2023-11-04,CUST2769,36-45,Kolkata,East,STORE035,Dairy & Eggs,Eggs,TopBrand,8,1414.02,20,9049.73,Debit Card,True,11312.16,2262.4300000000003,11,4,44,1131.21625,True
TXN002325,2023-10-16,CUST7206,18-25,Lucknow,North,STORE011,Personal Care,Face Wash,PureLife,1,582.42,25,436.82,Credit Card,True,582.42,145.59999999999997,10,4,42,436.82,True
TXN002326,2023-04-24,CUST3365,55+,Hyderabad,South,STORE022,Snacks & Confectionery,Peanut Butter Cups,Local,8,1495.16,5,11363.22,Debit Card,False,11961.28,598.0600000000013,4,2,17,1420.4025,True
TXN002327,2023-09-26,CUST7338,26-35,Bangalore,South,STORE003,Snacks & Confectionery,Popcorn,PureLife,3,490.02,0,1470.06,Cash,False,1470.06,0.0,9,3,39,490.02,False
TXN002328,2023-08-15,CUST3587,18-25,Pune,West,STORE032,Bakery,Pita Bread,PureLife,13,283.89,0,3690.57,Credit Card,False,3690.5699999999997,-4.547473508864641e-13,8,3,33,283.89,True
TXN002329,2023-08-26,CUST9873,26-35,Delhi,North,STORE008,Grains & Pulses,Red Lentils,TopBrand,1,460.03,20,368.02,Credit Card,True,460.03,92.00999999999999,8,3,34,368.02,True
TXN002330,2023-01-03,CUST7491,26-35,Pune,West,STORE009,Grains & Pulses,Red Lentils,TopBrand,13,910.14,25,8873.87,Cash,True,11831.82,2957.949999999999,1,1,1,682.6053846153847,False
TXN002331,2023-06-04,CUST9710,36-45,Bangalore,South,STORE001,Meat & Seafood,Salmon Fillet,HomeChoice,19,243.77,0,4631.63,Credit Card,False,4631.63,0.0,6,2,22,243.77,True
TXN002332,2023-11-26,CUST4989,26-35,Mumbai,West,STORE024,Fruits & Vegetables,Mango,Local,19,82.64,5,1491.65,Credit Card,False,1570.16,78.50999999999999,11,4,47,78.5078947368421,True
TXN002333,2023-01-30,CUST1355,26-35,Ahmedabad,West,STORE046,Personal Care,Razor,Local,3,909.52,0,2728.56,Debit Card,False,2728.56,0.0,1,1,5,909.52,True
TXN002334,2023-07-12,CUST5600,46-55,Pune,West,STORE005,Frozen Foods,Ice Cream,Premium,5,284.47,15,1209.0,Debit Card,False,1422.3500000000001,213.35000000000014,7,3,28,241.8,True
TXN002335,2023-04-27,CUST1007,36-45,Chennai,South,STORE050,Snacks & Confectionery,Dark Chocolate,TopBrand,1,1093.37,0,1093.37,Credit Card,False,1093.37,0.0,4,2,17,1093.37,True
TXN002336,2023-08-27,CUST9756,18-25,Mumbai,West,STORE019,Bakery,Muffin,TopBrand,13,979.83,25,9553.34,UPI,True,12737.79,3184.4500000000007,8,3,34,734.8723076923077,True
TXN002337,2023-11-11,CUST5844,36-45,Chennai,South,STORE013,Beverages,Lemonade,Local,8,671.47,0,5371.76,Cash,False,5371.76,0.0,11,4,45,671.47,False
TXN002338,2023-06-24,CUST1957,36-45,Ahmedabad,West,STORE012,Dairy & Eggs,Ghee,ValueBuy,14,1454.1,20,16285.92,UPI,True,20357.399999999998,4071.4799999999977,6,2,25,1163.28,True
TXN002339,2023-12-25,CUST6261,46-55,Hyderabad,South,STORE036,Dairy & Eggs,Cheddar Cheese,FreshMart,19,248.58,0,4723.02,UPI,False,4723.02,0.0,12,4,52,248.58,True
TXN002340,2023-12-12,CUST2865,46-55,Hyderabad,South,STORE031,Dairy & Eggs,Mozzarella,Premium,5,206.75,0,1033.75,UPI,False,1033.75,0.0,12,4,50,206.75,True
TXN002341,2023-03-11,CUST3476,26-35,Ahmedabad,West,STORE044,Fruits & Vegetables,Mango,ValueBuy,14,314.7,5,4185.51,Cash,False,4405.8,220.28999999999996,3,1,10,298.96500000000003,False
TXN002342,2023-07-13,CUST9467,36-45,Lucknow,North,STORE042,Cleaning Supplies,Sponge Pack,Premium,5,116.7,0,583.5,Debit Card,False,583.5,0.0,7,3,28,116.7,True
TXN002343,2023-11-07,CUST6104,26-35,Ahmedabad,West,STORE002,Frozen Foods,Fish Fingers,FreshMart,3,133.86,0,401.58,Cash,False,401.58000000000004,5.684341886080802e-14,11,4,45,133.85999999999999,False
TXN002344,2023-05-05,CUST2198,26-35,Kolkata,East,STORE010,Meat & Seafood,Beef Steak,PureLife,8,859.0,0,6872.0,UPI,False,6872.0,0.0,5,2,18,859.0,True
TXN002345,2023-03-06,CUST8843,55+,Jaipur,North,STORE046,Snacks & Confectionery,Dark Chocolate,PureLife,13,576.18,5,7115.82,Cash,False,7490.339999999999,374.5199999999995,3,1,10,547.3707692307692,False
TXN002346,2023-06-24,CUST4445,55+,Bangalore,South,STORE009,Personal Care,Hand Cream,FreshMart,16,624.97,0,9999.52,Cash,False,9999.52,0.0,6,2,25,624.97,False
TXN002347,2023-12-25,CUST8011,46-55,Hyderabad,South,STORE019,Dairy & Eggs,Paneer,HomeChoice,13,1207.7,0,15700.1,UPI,False,15700.1,0.0,12,4,52,1207.7,True
TXN002348,2023-04-04,CUST5581,36-45,Kolkata,East,STORE023,Personal Care,Body Lotion,GreenLeaf,3,1210.17,25,2722.88,Credit Card,True,3630.51,907.6300000000001,4,2,14,907.6266666666667,True
TXN002349,2023-11-11,CUST8688,46-55,Pune,West,STORE017,Personal Care,Deodorant,Premium,11,1396.22,20,12286.74,UPI,True,15358.42,3071.6800000000003,11,4,45,1116.9763636363637,True
TXN002350,2023-10-23,CUST5718,36-45,Lucknow,North,STORE008,Cleaning Supplies,Toilet Cleaner,FreshMart,14,248.02,10,3125.05,Debit Card,False,3472.28,347.23,10,4,43,223.21785714285716,True
TXN002351,2023-10-18,CUST7861,36-45,Kolkata,East,STORE025,Frozen Foods,Frozen Peas,Premium,1,1438.28,0,1438.28,Debit Card,False,1438.28,0.0,10,4,42,1438.28,True
TXN002352,2023-08-02,CUST9064,26-35,Hyderabad,South,STORE039,Dairy & Eggs,Cheddar Cheese,GreenLeaf,14,1151.21,25,12087.7,Debit Card,True,16116.94,4029.24,8,3,31,863.407142857143,True
TXN002353,2023-12-17,CUST5412,26-35,Ahmedabad,West,STORE005,Fruits & Vegetables,Broccoli,HomeChoice,19,1168.66,10,19984.09,Net Banking,False,22204.54,2220.4500000000007,12,4,50,1051.7942105263157,False
TXN002354,2023-03-17,CUST4209,36-45,Pune,West,STORE032,Dairy & Eggs,Paneer,ValueBuy,12,1352.54,0,16230.48,Net Banking,False,16230.48,0.0,3,1,11,1352.54,False
TXN002355,2023-03-12,CUST7120,18-25,Kolkata,East,STORE034,Fruits & Vegetables,Spinach,PureLife,16,1087.33,25,13047.96,Cash,True,17397.28,4349.32,3,1,10,815.4975,False
TXN002356,2023-02-17,CUST5794,46-55,Bangalore,South,STORE036,Personal Care,Shampoo,HomeChoice,8,978.1,0,7824.8,Credit Card,False,7824.8,0.0,2,1,7,978.1,True
TXN002357,2023-06-12,CUST2049,46-55,Delhi,North,STORE032,Meat & Seafood,Beef Steak,EcoFresh,2,1390.43,10,2502.77,UPI,False,2780.86,278.09000000000015,6,2,24,1251.385,True
TXN002358,2023-09-24,CUST7985,26-35,Bangalore,South,STORE001,Fruits & Vegetables,Mango,NatureBest,14,948.91,0,13284.74,Cash,False,13284.74,0.0,9,3,38,948.91,False
TXN002359,2023-09-15,CUST5397,26-35,Hyderabad,South,STORE025,Bakery,Croissant,PureLife,2,1338.1,10,2408.58,Net Banking,False,2676.2,267.6199999999999,9,3,37,1204.29,False
TXN002360,2023-01-12,CUST9347,26-35,Bangalore,South,STORE045,Meat & Seafood,Prawns,Premium,14,1275.18,20,14282.02,Net Banking,True,17852.52,3570.5,1,1,2,1020.1442857142857,False
TXN002361,2023-11-24,CUST5148,55+,Mumbai,West,STORE019,Frozen Foods,Waffles,EcoFresh,7,577.97,15,3438.92,Net Banking,False,4045.79,606.8699999999999,11,4,47,491.2742857142857,False
TXN002362,2023-10-18,CUST1851,18-25,Jaipur,North,STORE013,Bakery,White Bread,HomeChoice,12,1376.67,10,14868.04,Debit Card,False,16520.04,1652.0,10,4,42,1239.0033333333333,True
TXN002363,2023-01-26,CUST1014,18-25,Mumbai,West,STORE007,Grains & Pulses,Semolina,TopBrand,19,1396.49,15,22553.31,Debit Card,False,26533.31,3980.0,1,1,4,1187.0163157894738,True
TXN002364,2023-10-04,CUST1799,26-35,Ahmedabad,West,STORE034,Frozen Foods,Ice Cream,Premium,12,1182.75,0,14193.0,Net Banking,False,14193.0,0.0,10,4,40,1182.75,False
TXN002365,2023-05-20,CUST4964,18-25,Chennai,South,STORE023,Fruits & Vegetables,Spinach,EcoFresh,3,101.26,0,303.78,UPI,False,303.78000000000003,5.684341886080802e-14,5,2,20,101.25999999999999,True
TXN002366,2023-09-25,CUST2688,36-45,Mumbai,West,STORE033,Cleaning Supplies,Sponge Pack,GreenLeaf,7,1252.12,5,8326.6,UPI,False,8764.84,438.2399999999998,9,3,39,1189.5142857142857,True
TXN002367,2023-01-22,CUST1196,18-25,Kolkata,East,STORE026,Beverages,Lemonade,Premium,12,763.47,5,8703.56,Debit Card,False,9161.64,458.0799999999999,1,1,3,725.2966666666666,True
TXN002368,2023-10-09,CUST5296,18-25,Ahmedabad,West,STORE006,Frozen Foods,Frozen Corn,Local,4,735.72,25,2207.16,Cash,True,2942.88,735.7200000000003,10,4,41,551.79,False
TXN002369,2023-09-05,CUST2684,46-55,Mumbai,West,STORE006,Bakery,Donut,NatureBest,13,1347.21,5,16638.04,Debit Card,False,17513.73,875.6899999999987,9,3,36,1279.8492307692309,True
TXN002370,2023-02-13,CUST8700,46-55,Pune,West,STORE029,Cleaning Supplies,Trash Bags,TopBrand,17,1466.87,0,24936.79,Net Banking,False,24936.789999999997,-3.637978807091713e-12,2,1,7,1466.8700000000001,False
TXN002371,2023-01-22,CUST6256,18-25,Bangalore,South,STORE022,Cleaning Supplies,Glass Cleaner,Premium,6,626.6,25,2819.7,Credit Card,True,3759.6000000000004,939.9000000000005,1,1,3,469.95,True
TXN002372,2023-10-29,CUST6697,46-55,Chennai,South,STORE021,Snacks & Confectionery,Trail Mix,ValueBuy,12,969.0,0,11628.0,Credit Card,False,11628.0,0.0,10,4,43,969.0,True
TXN002373,2023-10-24,CUST9342,26-35,Bangalore,South,STORE019,Cleaning Supplies,Sponge Pack,HomeChoice,12,1428.26,5,16282.16,UPI,False,17139.12,856.9599999999991,10,4,43,1356.8466666666666,True
TXN002374,2023-06-21,CUST1709,18-25,Mumbai,West,STORE044,Frozen Foods,Frozen Peas,TopBrand,15,1359.08,25,15289.65,Net Banking,True,20386.199999999997,5096.549999999997,6,2,25,1019.31,False
TXN002375,2023-01-03,CUST4316,18-25,Pune,West,STORE010,Beverages,Energy Drink,Premium,18,732.47,5,12525.24,Debit Card,False,13184.460000000001,659.2200000000012,1,1,1,695.8466666666667,True
TXN002376,2023-08-09,CUST4636,36-45,Ahmedabad,West,STORE021,Meat & Seafood,Mutton Chops,NatureBest,6,723.69,20,3473.71,Debit Card,True,4342.14,868.4300000000003,8,3,32,578.9516666666667,True
TXN002377,2023-06-03,CUST7987,18-25,Kolkata,East,STORE016,Fruits & Vegetables,Tomato,FreshMart,5,1313.43,15,5582.08,Net Banking,False,6567.150000000001,985.0700000000006,6,2,22,1116.416,False
TXN002378,2023-03-06,CUST1130,46-55,Hyderabad,South,STORE049,Personal Care,Body Lotion,GreenLeaf,18,1374.99,25,18562.37,Net Banking,True,24749.82,6187.450000000001,3,1,10,1031.2427777777777,False
TXN002379,2023-03-03,CUST9212,36-45,Ahmedabad,West,STORE009,Bakery,Donut,TopBrand,16,689.26,0,11028.16,Credit Card,False,11028.16,0.0,3,1,9,689.26,True
TXN002380,2023-01-05,CUST8251,18-25,Pune,West,STORE010,Personal Care,Hand Cream,NatureBest,7,11.63,0,81.41,Cash,False,81.41000000000001,1.4210854715202004e-14,1,1,1,11.629999999999999,False
TXN002381,2023-09-08,CUST4548,18-25,Delhi,North,STORE023,Bakery,Baguette,ValueBuy,7,449.85,10,2834.05,UPI,False,3148.9500000000003,314.9000000000001,9,3,36,404.86428571428576,True
TXN002382,2023-02-25,CUST7163,36-45,Lucknow,North,STORE046,Personal Care,Conditioner,Local,14,1402.67,25,14728.03,UPI,True,19637.38,4909.35,2,1,8,1052.0021428571429,True
TXN002383,2023-11-07,CUST7187,55+,Pune,West,STORE016,Snacks & Confectionery,Nachos,GreenLeaf,15,616.01,0,9240.15,Debit Card,False,9240.15,0.0,11,4,45,616.01,True
TXN002384,2023-03-24,CUST5612,26-35,Hyderabad,South,STORE044,Beverages,Orange Juice,EcoFresh,20,1072.97,0,21459.4,Debit Card,False,21459.4,0.0,3,1,12,1072.97,True
TXN002385,2023-03-07,CUST2445,55+,Lucknow,North,STORE005,Meat & Seafood,Beef Steak,PureLife,7,1436.21,0,10053.47,Credit Card,False,10053.470000000001,1.8189894035458565e-12,3,1,10,1436.2099999999998,True
TXN002386,2023-09-02,CUST4985,46-55,Ahmedabad,West,STORE004,Grains & Pulses,Basmati Rice,NatureBest,1,549.15,10,494.24,Debit Card,False,549.15,54.90999999999997,9,3,35,494.24,True
TXN002387,2023-01-20,CUST2575,18-25,Mumbai,West,STORE005,Personal Care,Razor,EcoFresh,3,1362.73,15,3474.96,Credit Card,False,4088.19,613.23,1,1,3,1158.32,True
TXN002388,2023-06-28,CUST4423,36-45,Hyderabad,South,STORE030,Frozen Foods,Frozen Pizza,TopBrand,17,58.72,20,798.59,Net Banking,True,998.24,199.64999999999998,6,2,26,46.97588235294118,False
TXN002389,2023-07-03,CUST9060,18-25,Bangalore,South,STORE039,Personal Care,Hand Cream,HomeChoice,8,484.78,5,3684.33,Cash,False,3878.24,193.90999999999985,7,3,27,460.54125,False
TXN002390,2023-07-16,CUST4972,55+,Pune,West,STORE027,Beverages,Herbal Tea,EcoFresh,16,859.5,10,12376.8,Debit Card,False,13752.0,1375.2000000000007,7,3,28,773.55,True
TXN002391,2023-12-21,CUST3272,46-55,Hyderabad,South,STORE028,Meat & Seafood,Mutton Chops,TopBrand,7,146.51,25,769.18,Credit Card,True,1025.57,256.39,12,4,51,109.88285714285713,True
TXN002392,2023-10-31,CUST3727,46-55,Chennai,South,STORE043,Cleaning Supplies,Laundry Detergent,HomeChoice,13,812.7,10,9508.59,Debit Card,False,10565.1,1056.5100000000002,10,4,44,731.4300000000001,True
TXN002393,2023-12-07,CUST1813,18-25,Hyderabad,South,STORE020,Fruits & Vegetables,Apple,EcoFresh,5,40.98,20,163.92,Cash,True,204.89999999999998,40.97999999999999,12,4,49,32.784,False
TXN002394,2023-05-24,CUST4415,26-35,Lucknow,North,STORE032,Snacks & Confectionery,Chocolate Bar,NatureBest,1,843.62,15,717.08,UPI,False,843.62,126.53999999999996,5,2,21,717.08,True
TXN002395,2023-12-02,CUST4556,46-55,Bangalore,South,STORE039,Meat & Seafood,Chicken Breast,GreenLeaf,8,487.2,20,3118.08,Cash,True,3897.6,779.52,12,4,48,389.76,False
TXN002396,2023-02-03,CUST8264,55+,Hyderabad,South,STORE008,Dairy & Eggs,Milk,FreshMart,2,888.11,5,1687.41,Debit Card,False,1776.22,88.80999999999995,2,1,5,843.705,True
TXN002397,2023-06-21,CUST5565,18-25,Delhi,North,STORE022,Cleaning Supplies,Dish Soap,Premium,17,969.11,5,15651.13,Net Banking,False,16474.87,823.7399999999998,6,2,25,920.6547058823529,False
TXN002398,2023-05-15,CUST4614,46-55,Hyderabad,South,STORE027,Bakery,Pita Bread,EcoFresh,20,1112.0,0,22240.0,Cash,False,22240.0,0.0,5,2,20,1112.0,False
TXN002399,2023-09-20,CUST2349,26-35,Pune,West,STORE009,Meat & Seafood,Lamb Rack,EcoFresh,6,805.35,0,4832.1,Net Banking,False,4832.1,0.0,9,3,38,805.35,False
TXN002400,2023-08-23,CUST1061,36-45,Lucknow,North,STORE046,Dairy & Eggs,Eggs,GreenLeaf,10,1171.92,10,10547.28,Cash,False,11719.2,1171.92,8,3,34,1054.728,False
TXN002401,2023-01-05,CUST8088,46-55,Kolkata,East,STORE013,Dairy & Eggs,Milk,Local,18,1420.85,5,24296.53,UPI,False,25575.3,1278.7700000000004,1,1,1,1349.8072222222222,True
TXN002402,2023-06-07,CUST3292,46-55,Chennai,South,STORE039,Grains & Pulses,Soya Chunks,GreenLeaf,5,151.05,0,755.25,UPI,False,755.25,0.0,6,2,23,151.05,True
TXN002403,2023-08-07,CUST8846,18-25,Hyderabad,South,STORE033,Frozen Foods,Veggie Burger,ValueBuy,4,614.25,25,1842.75,UPI,True,2457.0,614.25,8,3,32,460.6875,True
TXN002404,2023-07-29,CUST4869,46-55,Jaipur,North,STORE035,Frozen Foods,Frozen Peas,Premium,18,1217.63,5,20821.47,Debit Card,False,21917.340000000004,1095.8700000000026,7,3,30,1156.7483333333334,True
TXN002405,2023-03-30,CUST3603,26-35,Pune,West,STORE028,Fruits & Vegetables,Banana,EcoFresh,6,695.24,20,3337.15,UPI,True,4171.4400000000005,834.2900000000004,3,1,13,556.1916666666667,True
TXN002406,2023-08-18,CUST7505,18-25,Jaipur,North,STORE026,Personal Care,Hand Cream,TopBrand,1,859.12,5,816.16,Credit Card,False,859.12,42.960000000000036,8,3,33,816.16,True
TXN002407,2023-08-26,CUST5774,55+,Lucknow,North,STORE038,Bakery,Bagel,GreenLeaf,18,1451.51,0,26127.18,Debit Card,False,26127.18,0.0,8,3,34,1451.51,True
TXN002408,2023-09-03,CUST8616,26-35,Mumbai,West,STORE028,Grains & Pulses,Soya Chunks,TopBrand,5,491.95,25,1844.81,Net Banking,True,2459.75,614.94,9,3,35,368.962,False
TXN002409,2023-10-13,CUST7051,55+,Chennai,South,STORE002,Personal Care,Sunscreen,TopBrand,1,828.08,5,786.68,Cash,False,828.08,41.40000000000009,10,4,41,786.68,False
TXN002410,2023-06-18,CUST8910,55+,Mumbai,West,STORE038,Dairy & Eggs,Paneer,GreenLeaf,15,172.95,20,2075.4,Net Banking,True,2594.25,518.8499999999999,6,2,24,138.36,False
TXN002411,2023-02-17,CUST9755,55+,Lucknow,North,STORE029,Dairy & Eggs,Cheddar Cheese,NatureBest,12,1302.43,15,13284.79,Cash,False,15629.16,2344.369999999999,2,1,7,1107.0658333333333,False
TXN002412,2023-01-23,CUST1071,55+,Pune,West,STORE012,Beverages,Coconut Water,PureLife,2,93.56,15,159.05,Debit Card,False,187.12,28.069999999999993,1,1,4,79.525,True
TXN002413,2023-06-28,CUST8586,18-25,Jaipur,North,STORE041,Grains & Pulses,Red Lentils,GreenLeaf,15,846.16,25,9519.3,Cash,True,12692.4,3173.1000000000004,6,2,26,634.62,False
TXN002414,2023-06-24,CUST1216,18-25,Bangalore,South,STORE042,Bakery,Pita Bread,Premium,1,194.0,0,194.0,UPI,False,194.0,0.0,6,2,25,194.0,True
TXN002415,2023-07-25,CUST6646,26-35,Chennai,South,STORE012,Fruits & Vegetables,Grapes,HomeChoice,6,861.71,0,5170.26,Credit Card,False,5170.26,0.0,7,3,30,861.71,True
TXN002416,2023-07-16,CUST3754,18-25,Lucknow,North,STORE001,Meat & Seafood,Lamb Rack,ValueBuy,7,1233.05,0,8631.35,Credit Card,False,8631.35,0.0,7,3,28,1233.05,True
TXN002417,2023-03-13,CUST5252,55+,Chennai,South,STORE029,Fruits & Vegetables,Tomato,TopBrand,6,1358.0,20,6518.4,Credit Card,True,8148.0,1629.6000000000004,3,1,11,1086.3999999999999,True
TXN002418,2023-11-25,CUST5539,36-45,Hyderabad,South,STORE026,Personal Care,Face Wash,Local,11,747.28,0,8220.08,Debit Card,False,8220.08,0.0,11,4,47,747.28,True
TXN002419,2023-04-17,CUST6929,36-45,Chennai,South,STORE017,Frozen Foods,Waffles,TopBrand,2,1083.34,25,1625.01,Credit Card,True,2166.68,541.6699999999998,4,2,16,812.505,True
TXN002420,2023-10-09,CUST9789,46-55,Mumbai,West,STORE023,Beverages,Mango Juice,Premium,9,577.42,20,4157.42,Credit Card,True,5196.78,1039.3599999999997,10,4,41,461.93555555555554,True
TXN002421,2023-12-05,CUST6786,55+,Bangalore,South,STORE028,Beverages,Coconut Water,HomeChoice,10,846.73,5,8043.93,UPI,False,8467.3,423.369999999999,12,4,49,804.393,True
TXN002422,2023-05-04,CUST3527,18-25,Pune,West,STORE043,Personal Care,Body Lotion,ValueBuy,13,1246.51,15,13773.94,UPI,False,16204.63,2430.6899999999987,5,2,18,1059.5338461538463,True
TXN002423,2023-05-05,CUST3606,46-55,Ahmedabad,West,STORE050,Snacks & Confectionery,Pretzels,Local,1,1387.22,10,1248.5,Net Banking,False,1387.22,138.72000000000003,5,2,18,1248.5,False
TXN002424,2023-11-02,CUST6524,55+,Chennai,South,STORE003,Meat & Seafood,Tuna Can,TopBrand,8,1308.19,20,8372.42,Cash,True,10465.52,2093.1000000000004,11,4,44,1046.5525,False
TXN002425,2023-11-02,CUST3865,55+,Hyderabad,South,STORE018,Beverages,Mango Juice,EcoFresh,12,1491.84,0,17902.08,UPI,False,17902.079999999998,-3.637978807091713e-12,11,4,44,1491.8400000000001,True
TXN002426,2023-11-05,CUST4213,55+,Hyderabad,South,STORE003,Bakery,White Bread,ValueBuy,15,303.64,0,4554.6,UPI,False,4554.599999999999,-9.094947017729282e-13,11,4,44,303.64000000000004,True
TXN002427,2023-12-08,CUST1078,26-35,Delhi,North,STORE036,Meat & Seafood,Beef Steak,FreshMart,19,478.95,15,7735.04,Cash,False,9100.05,1365.0099999999993,12,4,49,407.1073684210526,False
TXN002428,2023-07-01,CUST1629,26-35,Kolkata,East,STORE045,Frozen Foods,Frozen Peas,FreshMart,18,1489.28,0,26807.04,Debit Card,False,26807.04,0.0,7,3,26,1489.28,True
TXN002429,2023-06-25,CUST4718,18-25,Delhi,North,STORE009,Snacks & Confectionery,Potato Chips,ValueBuy,18,150.38,5,2571.5,Net Banking,False,2706.84,135.34000000000015,6,2,25,142.86111111111111,False
TXN002430,2023-04-07,CUST2288,18-25,Bangalore,South,STORE008,Beverages,Coffee Powder,HomeChoice,16,934.46,15,12708.66,Credit Card,False,14951.36,2242.7000000000007,4,2,14,794.29125,True
TXN002431,2023-07-25,CUST6864,26-35,Hyderabad,South,STORE030,Snacks & Confectionery,Dark Chocolate,PureLife,9,1490.7,0,13416.3,Credit Card,False,13416.300000000001,1.8189894035458565e-12,7,3,30,1490.6999999999998,True
TXN002432,2023-02-26,CUST1837,55+,Pune,West,STORE024,Cleaning Supplies,Trash Bags,ValueBuy,6,1211.13,15,6176.76,Credit Card,False,7266.780000000001,1090.0200000000004,2,1,8,1029.46,True
TXN002433,2023-02-11,CUST5252,46-55,Jaipur,North,STORE003,Cleaning Supplies,Glass Cleaner,Local,12,529.36,15,5399.47,Cash,False,6352.32,952.8499999999995,2,1,6,449.9558333333334,False
TXN002434,2023-06-26,CUST6856,36-45,Kolkata,East,STORE049,Grains & Pulses,Chickpeas,GreenLeaf,4,126.8,10,456.48,UPI,False,507.2,50.71999999999997,6,2,26,114.12,True
TXN002435,2023-08-01,CUST8465,26-35,Delhi,North,STORE016,Fruits & Vegetables,Mango,ValueBuy,16,287.85,0,4605.6,Debit Card,False,4605.6,0.0,8,3,31,287.85,True
TXN002436,2023-07-11,CUST7933,26-35,Delhi,North,STORE049,Frozen Foods,Ice Cream,EcoFresh,3,1005.02,25,2261.3,Debit Card,True,3015.06,753.7599999999998,7,3,28,753.7666666666668,True
TXN002437,2023-09-19,CUST8242,46-55,Pune,West,STORE011,Dairy & Eggs,Cheddar Cheese,FreshMart,1,775.41,0,775.41,Net Banking,False,775.41,0.0,9,3,38,775.41,False
TXN002438,2023-05-04,CUST1330,26-35,Pune,West,STORE040,Grains & Pulses,Basmati Rice,Local,19,358.72,20,5452.54,Debit Card,True,6815.68,1363.1400000000003,5,2,18,286.9757894736842,True
TXN002439,2023-12-31,CUST6405,55+,Ahmedabad,West,STORE038,Dairy & Eggs,Cream,Premium,2,473.04,0,946.08,Credit Card,False,946.08,0.0,12,4,52,473.04,True
TXN002440,2023-03-30,CUST4527,36-45,Ahmedabad,West,STORE015,Bakery,Cookies,Premium,8,1018.28,0,8146.24,Net Banking,False,8146.24,0.0,3,1,13,1018.28,False
TXN002441,2023-12-03,CUST5780,26-35,Chennai,South,STORE004,Cleaning Supplies,Dish Soap,HomeChoice,17,522.79,0,8887.43,Debit Card,False,8887.43,0.0,12,4,48,522.79,True
TXN002442,2023-10-11,CUST3878,26-35,Pune,West,STORE007,Grains & Pulses,Chickpeas,GreenLeaf,10,555.74,0,5557.4,Debit Card,False,5557.4,0.0,10,4,41,555.74,True
TXN002443,2023-04-05,CUST2047,18-25,Kolkata,East,STORE046,Bakery,Donut,TopBrand,12,667.93,25,6011.37,Debit Card,True,8015.16,2003.79,4,2,14,500.9475,True
TXN002444,2023-09-24,CUST4327,36-45,Chennai,South,STORE016,Grains & Pulses,Basmati Rice,EcoFresh,9,299.18,0,2692.62,Net Banking,False,2692.62,0.0,9,3,38,299.18,False
TXN002445,2023-12-07,CUST8926,46-55,Mumbai,West,STORE008,Snacks & Confectionery,Trail Mix,NatureBest,2,1031.66,0,2063.32,Debit Card,False,2063.32,0.0,12,4,49,1031.66,True
TXN002446,2023-11-06,CUST3072,46-55,Delhi,North,STORE022,Fruits & Vegetables,Mango,NatureBest,19,180.89,25,2577.68,UPI,True,3436.91,859.23,11,4,45,135.66736842105263,True
TXN002447,2023-12-17,CUST2366,18-25,Jaipur,North,STORE047,Meat & Seafood,Mutton Chops,Premium,4,1264.36,0,5057.44,UPI,False,5057.44,0.0,12,4,50,1264.36,True
TXN002448,2023-07-23,CUST2237,36-45,Delhi,North,STORE029,Meat & Seafood,Sardines,GreenLeaf,6,155.95,5,888.92,UPI,False,935.6999999999999,46.77999999999997,7,3,29,148.15333333333334,True
